first_name,last_name,birth_date,hire_date
Hideo,Sudbeck,1953-08-10,1986-04-19
Jinxi,Suri,1954-06-09,1986-09-23
Vidar,Gunderson,1953-03-21,1988-03-15
Miquel,Schwartzbauer,1952-03-26,1988-11-13
Uinam,Engberts,1952-03-18,1988-03-08
Zengping,Sommen,1953-09-13,1987-12-12
Shigeichiro,Molenaar,1953-01-30,1985-07-19
Menkae,Fendler,1953-03-24,1986-03-01
Yunming,Cyre,1954-03-19,1987-07-30
Taizo,Aloia,1954-11-25,1987-04-27
Valeska,Angiulli,1952-08-03,1986-06-01
Doowon,Valtorta,1954-07-13,1986-12-08
Gio,Nicolson,1955-07-04,1986-11-19
Xiaocheng,Gide,1953-02-27,1987-04-14
Mang,Ranon,1953-10-31,1985-04-01
Miyeon,Simmen,1954-09-09,1988-09-12
Nechama,Luit,1952-12-15,1988-08-16
Ziva,Pelz,1954-02-08,1988-06-30
Basant,Mondadori,1955-11-28,1986-04-03
Mohua,Miake,1952-02-14,1986-01-28
Qunsheng,Heuser,1953-05-22,1988-07-15
Serif,Makrucki,1952-11-03,1987-02-24
Shuzo,Barriga,1955-04-10,1988-07-17
Mani,Lampe,1955-06-07,1988-06-25
Arch,Hertweck,1953-10-29,1985-06-18
Youjian,Esteva,1954-06-07,1987-10-03
Indrajit,Jervis,1955-09-17,1988-08-18
Xudong,Kabayashi,1955-10-23,1985-04-04
Pragnesh,Plump,1952-09-12,1985-02-15
Nikolaos,Winter,1954-02-04,1987-09-18
Yuqun,Kobuchi,1952-11-22,1985-10-23
Anoosh,Marletta,1953-06-17,1986-12-18
Owen,Binding,1954-11-21,1988-11-28
Yaghout,Zuberek,1954-11-04,1985-06-21
Mrinalini,Pusterhofer,1953-10-12,1987-10-29
Adhemar,Suomi,1954-10-17,1985-03-26
Koichi,Schonegge,1954-09-20,1987-01-29
Kenroku,Ozeri,1954-09-23,1986-06-17
Cordelia,Decleir,1954-12-14,1986-09-27
Demos,Maquelin,1953-11-07,1987-01-29
Hidekazu,Anguita,1953-11-30,1986-02-25
Karlis,Takanami,1953-10-01,1986-07-11
Bedir,Shackel,1955-03-07,1987-01-30
Kazuhisa,Neiman,1954-10-06,1986-10-30
Sergi,Anandan,1954-10-14,1986-09-17
Takahira,Hegner,1954-10-07,1986-08-07
IEEE,Herbst,1952-05-12,1985-10-27
Dung,Docker,1953-12-02,1985-05-25
Maria,Morton,1953-05-01,1987-02-24
Deborah,Tanemo,1952-12-15,1985-05-08
Vojin,Kitsuregawa,1954-03-28,1987-07-26
Frederique,Veevers,1952-11-03,1986-07-10
Shuzo,Vendrig,1954-11-29,1985-03-19
Shmuel,Kirkerud,1953-05-20,1986-09-13
Kensei,Hasham,1954-07-28,1987-03-23
Teruyuki,Piazza,1953-07-24,1985-04-19
Chuanyi,Warwick,1952-12-27,1987-03-08
King,Rijsenbrij,1952-12-03,1985-03-15
Guther,Pappas,1955-09-06,1986-01-25
Pranay,Miyakawa,1955-03-14,1985-04-13
Paraskevi,Jumpertz,1954-05-21,1987-06-15
Khalil,Narahara,1953-08-06,1985-04-14
Mark,Fasbender,1955-08-08,1986-06-27
Jiafu,Mundy,1955-11-11,1986-05-28
Kyoichi,Pardalos,1954-01-13,1987-12-31
Gad,Bazelow,1953-05-26,1987-02-01
Teunis,Felder,1954-03-30,1986-01-03
Dines,Kabayashi,1952-11-27,1985-07-22
Larisa,Litzler,1954-10-29,1988-09-19
Berto,Ranta,1953-07-20,1988-03-21
Ortrun,Rajala,1955-03-07,1986-03-02
Karsten,Brookner,1955-10-12,1985-02-14
Cheong,Seuren,1955-09-15,1987-10-17
Jayson,Hammerschmidt,1952-12-12,1985-06-07
Duri,Ghelli,1953-01-04,1986-08-19
Aruna,Ramsak,1952-12-22,1987-12-29
Sergi,Dengi,1953-05-24,1986-04-19
Guenter,Collette,1952-08-30,1986-11-20
Huei,Hegner,1953-04-16,1986-03-10
Gladys,Detkin,1953-06-09,1985-08-01
Kensei,Anandan,1953-07-09,1988-10-11
Margo,Lorys,1953-02-27,1985-06-22
Kazuyasu,Redmiles,1953-01-20,1985-08-24
Shmuel,Spataro,1954-01-23,1985-07-25
Arto,Piazza,1953-07-14,1986-09-24
Khalid,Yetim,1953-03-08,1986-12-06
Shao,Ranta,1954-03-23,1987-02-20
Collette,Quittner,1955-08-29,1986-08-23
Karoline,Strandh,1953-06-13,1987-08-16
Ottavia,Ermel,1955-07-10,1988-11-12
Leen,Wissmann,1952-09-30,1988-02-15
Boutros,Stasinski,1954-11-08,1987-06-08
Georgi,Swab,1952-07-11,1987-01-23
Marin,Deverell,1954-06-07,1988-06-12
Tesuya,Luga,1955-03-11,1988-11-07
Adam,Beznosov,1952-03-07,1985-10-02
Elrique,Lanphier,1952-04-18,1988-03-03
Tetsurou,Bahr,1953-12-21,1986-04-25
Nathan,Rosar,1952-12-09,1985-11-21
Sudharsan,Koshino,1953-11-01,1988-07-25
Josyula,Jiang,1953-09-12,1987-04-11
Kitty,Ponthieu,1955-08-29,1986-06-11
Hyuckchul,Carrere,1955-05-29,1988-12-26
Luisa,Swick,1954-06-26,1987-08-12
Gil,Erol,1952-07-08,1987-04-21
Xiahua,Peek,1955-01-12,1987-08-01
Xuejia,Strehl,1954-04-15,1988-04-26
Jeanne,Velardi,1954-05-15,1987-04-28
Danae,Kading,1954-07-04,1986-11-17
Tua,Maierhofer,1952-11-07,1987-10-21
Akemi,Salvesen,1954-06-07,1986-11-14
Mario,Kropatsch,1952-02-22,1987-02-27
Vincent,Auria,1955-02-03,1985-04-24
Zine,Lieberherr,1952-06-07,1987-01-24
Xuedong,Cronin,1952-07-07,1987-04-27
Godehard,Morrow,1953-03-10,1986-08-16
Guenter,Yoshimura,1955-11-29,1986-09-19
Giap,Veevers,1953-08-01,1988-09-01
Alain,Highland,1955-11-11,1988-08-29
Hinrich,Erva,1953-11-30,1985-07-19
Tomokazu,Jonsson,1954-09-25,1985-05-24
Ingemar,Lieblein,1953-10-20,1988-10-29
Duro,Yavatkar,1954-07-02,1987-04-25
Gunilla,Brendel,1952-02-24,1986-01-09
Irena,Dredge,1953-05-24,1985-02-17
Ronghao,Speek,1953-03-20,1988-09-02
Vasilis,Miara,1953-02-05,1987-07-21
Valeri,Sridhar,1952-04-25,1987-01-13
Xiping,Hofstetter,1952-05-15,1987-05-14
Gererd,Vieri,1952-09-04,1988-04-29
Satosi,Montemayor,1955-07-08,1988-06-13
Nobuyoshi,Malabarba,1953-03-11,1987-07-17
Aemilian,Hoppenstand,1953-07-19,1985-11-27
Feipei,Kampfer,1952-09-27,1988-12-05
Nahid,Cooley,1952-03-03,1985-05-24
Teiji,DuCasse,1954-02-05,1986-08-07
Ziyad,Kuszyk,1952-03-21,1986-04-21
Serif,Godskesen,1953-05-16,1985-03-07
Branimir,Luks,1952-05-02,1988-03-04
Jaroslava,Soicher,1954-12-26,1987-07-07
Henk,Neimat,1952-03-28,1985-07-02
Becky,Jakobus,1954-10-20,1985-03-24
Sumali,Ramsay,1953-03-10,1987-04-14
Kasturi,Cunliffe,1953-02-23,1988-11-08
Rosita,Auyong,1952-12-13,1987-11-18
Yechezkel,Pashtan,1954-02-09,1988-06-30
Shahar,Lund,1952-04-13,1987-11-11
Shigeaki,Bernini,1952-10-06,1988-11-11
Xiaoqiu,Gornas,1953-05-23,1987-03-27
Chikako,Wilfing,1954-01-05,1985-06-05
Arne,Krichel,1953-05-13,1987-09-06
Djenana,Uludag,1955-09-20,1985-08-02
Nathan,Underwood,1952-04-08,1987-06-24
Arco,Krohn,1955-12-22,1987-03-16
Foong,Karcich,1955-10-27,1987-11-08
Supot,Flowers,1955-05-15,1985-12-28
Mohan,Ferriere,1953-03-10,1987-07-08
Chenxi,Karlin,1955-02-18,1988-03-05
Naftali,Oaver,1954-12-09,1988-07-07
Ulf,Rossi,1954-10-12,1987-06-23
Radhakrishnan,Nergos,1952-03-18,1985-10-26
Gadiel,Malinowski,1952-06-19,1987-05-04
Candido,Fortenbacher,1955-07-17,1986-09-11
Moto,Chinal,1954-04-17,1987-01-22
Vasilii,Schach,1952-11-07,1987-06-07
Randi,Zaiane,1954-07-12,1985-04-25
Honglan,Mansanne,1953-06-22,1986-11-26
Hitofumi,Carrere,1952-08-30,1987-01-13
Marsal,Vadhan,1955-04-04,1985-06-24
Karsten,Setiz,1954-09-18,1987-01-16
Kien,Onuegbe,1952-02-11,1988-09-10
Oksana,Barbanera,1953-02-05,1987-03-10
Satyanarayana,Swab,1955-11-09,1987-09-12
Kien,Zedlitz,1953-05-29,1988-04-06
Masami,Ranka,1953-03-01,1988-09-27
Rosalie,Pashtan,1952-08-23,1988-08-03
Kiam,Janetzko,1953-02-21,1988-06-10
Mabo,Erbe,1952-08-06,1988-03-13
Gennadi,Lyonns,1954-02-19,1986-01-15
Shahab,Pena,1953-05-21,1986-12-29
Avishai,Feldhoffer,1953-08-02,1988-03-15
Franziska,Linares,1953-05-22,1986-01-03
Genki,Melter,1952-03-08,1986-06-28
Teunis,Ghandeharizadeh,1954-02-16,1988-03-04
Martina,Poujol,1952-03-05,1986-05-25
Alassane,Huhdanpaa,1953-01-04,1988-07-27
Jouni,Chleq,1955-06-20,1986-05-09
Vojin,Msuda,1955-12-16,1986-02-15
King,Hiltgen,1955-04-28,1988-08-03
Niteen,Czaja,1953-06-08,1988-09-16
Szabolcs,Ponthieu,1954-01-07,1986-11-22
Gurbir,Krohn,1955-09-18,1988-08-12
Yoshinari,Vieri,1955-09-03,1986-05-29
Elvis,Tokunaga,1952-11-02,1988-01-16
Erez,Honglei,1953-09-17,1988-04-20
Rasikan,Daescu,1955-06-22,1985-08-03
Mandell,Velardi,1952-02-12,1987-04-01
Kerryn,Zirintsis,1955-11-14,1987-01-16
Cristinel,Vakili,1954-11-04,1985-08-10
Arvin,Nations,1953-01-21,1986-03-11
Randi,Bultermann,1953-11-10,1986-05-15
Fei,Perelgut,1955-12-02,1985-04-10
Baoqiu,Hainaut,1953-11-18,1987-01-29
Spyrose,Nations,1953-04-21,1986-01-05
Mohd,Kakkar,1954-10-23,1985-05-19
Gunilla,Randt,1953-01-05,1987-11-06
Shen,Usery,1955-04-22,1985-11-21
Ioana,Beerel,1955-08-17,1987-05-13
Ronghao,Morrey,1955-08-21,1988-12-08
Sadok,Laventhal,1953-03-26,1987-06-06
Anestis,Coney,1955-10-14,1986-03-09
Weijing,Lundstrom,1955-08-26,1986-03-27
Fox,Pramanik,1954-05-02,1985-09-12
Feiyu,Boissier,1952-08-09,1986-06-05
Shmuel,Meriste,1955-03-19,1988-12-11
Noritoshi,Swift,1954-06-17,1987-09-01
Sachem,Cochrane,1955-03-30,1986-01-26
Volkmar,Poujol,1952-07-26,1988-08-16
Mary,Munro,1952-10-15,1986-03-05
Susuma,Angot,1952-08-30,1988-02-06
Manohar,Hiroyama,1955-06-24,1988-12-01
Subhada,Stenning,1955-06-21,1985-08-20
Cedric,Cannard,1954-01-28,1988-09-17
Zeljko,Garigliano,1954-10-03,1986-07-27
Ohad,Morrow,1953-09-18,1988-09-06
Pascal,Babb,1952-11-17,1986-10-15
Byong,Bazzichi,1952-02-15,1988-11-29
Rosalyn,Melski,1953-06-21,1986-02-06
Adamantios,Senzako,1955-09-12,1987-08-10
Haldun,Baaz,1953-02-18,1988-11-06
Szabolcs,Sewelson,1955-12-20,1987-03-22
Margareta,Vitiello,1955-12-05,1986-01-17
Xiaoshan,Krupka,1954-12-15,1986-07-08
Valdiodio,Rassart,1952-07-28,1986-02-16
Serge,Badr,1953-03-29,1988-08-16
Fumitaka,Thombley,1954-03-01,1985-06-26
Berto,Hettesheimer,1953-08-04,1987-01-17
Frazer,Pepe,1953-06-24,1986-10-14
Dinah,Zolotykh,1954-01-14,1985-09-14
Tse,Lieberherr,1953-05-15,1985-12-12
Mart,Katalagarianos,1955-08-17,1986-07-19
Moty,Gurbaxani,1955-08-18,1985-02-22
Abdelghani,Reutenauer,1954-12-31,1987-09-05
Jixiang,Kitsuregawa,1953-09-23,1987-09-06
Leaf,Bakhtari,1953-01-08,1985-11-06
Mabo,Boyle,1954-08-22,1987-06-15
Shin,Yeung,1953-07-07,1985-09-11
Mona,Nooteboom,1952-04-27,1988-05-02
Geraldo,Takanami,1955-04-09,1987-04-08
Mori,Lamma,1954-08-27,1986-11-08
Guiseppe,Bennet,1953-09-28,1986-11-25
Siddarth,Bugrara,1955-08-08,1988-03-29
Takushi,Shimshoni,1955-02-09,1986-11-14
Danae,Acton,1954-11-07,1988-02-06
Aron,Huxford,1955-10-06,1986-01-08
Roded,Bage,1952-07-09,1985-04-25
Licheng,Guenter,1952-09-08,1985-06-13
Changho,Busillo,1953-06-30,1986-10-07
Mark,Gargeya,1952-11-30,1988-04-27
Sanjai,Bultermann,1955-02-11,1986-03-09
Claudi,Bernini,1954-06-19,1988-12-07
Margareta,Sanella,1955-11-07,1986-03-02
Conor,Zaccaria,1953-05-16,1987-06-07
Danil,Verhoeff,1953-08-02,1987-09-03
Emran,Vendrig,1954-11-28,1985-05-03
Hitomi,Maliniak,1952-12-07,1986-11-11
Mokhtar,Reinhart,1954-02-08,1985-07-05
Moss,Maksimenko,1955-07-29,1988-01-13
Heeju,Kranzdorf,1955-01-04,1985-10-23
Masako,Gilg,1955-11-19,1987-07-07
Berni,Pocchiola,1953-12-19,1985-09-27
Bernice,Huxford,1952-10-25,1986-09-28
Shahab,Barbanera,1954-04-04,1985-02-25
Hyuckchul,Remmele,1955-01-01,1985-02-11
Yucai,Anandan,1952-06-21,1987-08-11
Aron,Rikino,1954-09-08,1985-05-19
Kasidit,Wegerle,1953-11-24,1988-03-11
Duangkaew,Kalorkoti,1952-06-26,1987-02-03
Susanne,Billawala,1954-03-18,1987-06-06
Nectarios,Waleschkowski,1955-12-04,1985-09-09
Pranas,Einsfeld,1954-09-12,1985-05-07
Satoru,Einsfeld,1955-05-31,1985-04-24
Zhilian,Fortenbacher,1955-07-05,1986-09-20
Stafford,Mellouli,1953-05-20,1986-03-18
Keiichiro,Pepe,1954-09-25,1986-03-04
Shahab,Lueh,1955-12-12,1987-03-10
Samphel,Kalafatis,1953-05-03,1985-12-22
Marie,Thibadeau,1953-04-11,1988-10-30
Lorien,Riefers,1953-12-04,1986-01-02
Kyoichi,Speek,1952-06-26,1986-03-16
Yoshimitsu,Luby,1955-12-24,1985-11-22
Miquel,Sidje,1952-07-02,1987-01-28
Oscar,Rosen,1954-10-26,1986-06-07
Vitali,Kilgour,1952-06-08,1988-02-29
Ghassan,Maksimenko,1953-12-03,1985-12-25
Steen,Schwartzburd,1952-10-27,1987-03-23
Arno,Speckmann,1954-05-26,1986-10-15
Mona,Ligten,1953-01-09,1986-03-16
Jixiang,Bugrara,1955-08-14,1988-03-07
Moie,Zumaque,1953-07-20,1987-11-22
Nahum,Litzler,1955-01-29,1987-10-10
Alselm,Farrag,1952-08-12,1988-01-13
Sreekrishna,Swiler,1955-07-13,1985-12-12
Radhia,Bashian,1955-04-13,1986-06-20
Fai,Jahnichen,1955-11-13,1986-06-03
Mohammed,Miara,1952-07-07,1988-01-12
Khun,Anandan,1952-08-06,1987-05-16
Herbert,Kroft,1952-10-15,1987-06-30
Eirik,Carrere,1953-10-01,1987-04-26
Edwin,dAstous,1955-04-14,1987-11-18
Geraldo,Cooman,1953-06-10,1986-08-15
Lihong,Zwicker,1954-04-15,1987-01-03
Zhonghua,Savasere,1952-08-22,1987-01-31
Dietrich,Heydon,1954-05-22,1985-05-12
Yifei,Openshaw,1953-05-15,1985-05-13
Zhongwei,Barreiro,1954-11-02,1985-05-21
Kish,Fabrizio,1952-06-22,1987-12-06
Dharmaraja,Cools,1953-11-03,1985-03-13
Jeane,Pettis,1954-12-28,1986-02-07
Elrique,Horswill,1953-08-19,1985-04-04
Duro,Iacovou,1955-04-12,1987-06-11
Limsoon,Zeidenstein,1953-12-27,1986-04-12
Akhilish,Paciorek,1953-02-21,1986-08-25
Chenyi,Binding,1954-12-29,1985-07-14
Kitty,Ramsey,1954-03-14,1988-05-05
Torsten,Demizu,1954-01-14,1985-07-23
Randi,Pappas,1954-04-17,1987-10-17
Zito,Magalhaes,1952-05-01,1985-11-15
Dietrich,Schapiro,1953-03-11,1986-05-30
Chirstian,Dichev,1952-04-18,1986-06-18
Nidapan,Gniady,1952-03-12,1986-07-24
Ishfaq,Perz,1952-08-31,1988-01-31
Radhia,Calkin,1953-11-18,1988-04-28
Kwangjo,Chinin,1955-06-29,1986-11-05
Boguslaw,Swift,1954-08-02,1988-06-10
Stepehn,Jansen,1954-01-24,1986-06-14
Alejandro,Tsukuda,1952-02-14,1985-09-13
Arnould,Kruskal,1952-11-14,1985-03-07
Ortrun,Baaleh,1954-06-20,1986-01-05
Rafael,Strehl,1955-07-30,1986-12-19
Krassimir,Gulla,1954-03-28,1987-08-07
Arvind,Aamodt,1953-11-09,1986-11-20
Ute,Velasco,1953-05-15,1988-12-18
Mansur,Lortz,1954-03-29,1986-06-04
Rosella,Siepmann,1954-05-14,1987-06-06
Elvia,Hopewell,1953-12-16,1987-01-20
Dipayan,Stenning,1952-04-23,1985-02-15
Alain,Constantine,1954-09-14,1985-03-09
Denny,Masand,1952-04-04,1987-11-04
Yishai,Wynblatt,1954-03-13,1985-04-08
Weiyi,Strehl,1953-08-03,1987-03-10
Volkmar,Schade,1955-05-04,1986-09-07
Huei,Baby,1954-12-29,1988-02-22
Serge,Heinisuo,1954-01-07,1987-06-08
Tua,Bratten,1954-07-14,1986-06-01
Randi,Braunmuhl,1953-11-20,1988-03-25
Adel,Paludetto,1955-04-22,1985-11-30
Jeane,Beutelspacher,1953-04-12,1988-01-27
Makato,Poupard,1955-05-27,1986-04-11
Lene,Sridhar,1954-06-11,1985-07-02
Kerhong,Eickenmeyer,1954-03-17,1986-08-11
Stafford,Leijenhorst,1952-03-28,1987-01-22
Hyuncheol,Munke,1953-12-19,1986-04-04
Kayoko,Birge,1952-10-16,1988-06-28
Shaibal,Slaats,1952-10-01,1988-02-13
Lakshmi,Schieder,1952-12-15,1988-07-12
Adin,Rosca,1954-09-11,1986-03-23
Basil,Jording,1954-06-13,1985-03-06
Masami,Scharstein,1955-10-02,1985-02-25
Prasadram,Mamelak,1955-04-15,1985-09-22
Susanne,Kornyak,1953-12-16,1988-09-11
Mong,Constantine,1954-05-11,1987-01-23
Munenori,Cappelli,1955-10-15,1985-12-22
Xiahua,Riefers,1952-04-21,1986-12-18
Shirish,Esteva,1954-03-26,1986-10-04
Ramya,Worfolk,1953-04-08,1986-04-24
Gritta,Hartvigsen,1954-10-01,1987-08-09
Moni,Christ,1955-07-25,1986-11-10
Babette,Nollmann,1953-10-17,1987-09-12
Mart,Decleir,1955-03-14,1988-07-01
Ferdinand,Quittner,1952-04-25,1988-01-14
Marek,Soloway,1954-02-28,1986-01-12
Yakichi,Miyakawa,1954-07-22,1986-11-16
Yannis,Ginneken,1954-10-10,1988-03-04
Arvind,Bresenham,1952-06-15,1988-01-02
Claude,Veldwijk,1953-05-09,1986-10-12
Anneli,Bernardinello,1954-08-17,1985-08-03
Shay,Viele,1955-12-11,1987-06-09
Shimshon,Ouhyoung,1952-12-13,1985-02-23
Christoph,Klassen,1953-12-12,1988-08-11
Khosrow,Haumacher,1954-02-28,1985-06-18
Demos,Rullman,1952-03-09,1985-08-17
Taizo,Bennis,1953-08-25,1987-05-21
Weidon,Osgood,1954-03-12,1988-11-10
Bouchung,Ulupinar,1952-02-03,1986-05-25
Herb,Siprelle,1952-03-15,1985-06-18
Aris,Rajcani,1954-05-10,1987-11-27
Roddy,Muhling,1953-09-13,1985-08-26
Shuji,Brandsma,1953-12-05,1987-04-18
Koldo,Weisert,1952-03-15,1986-03-08
Martine,Kinley,1952-07-12,1986-11-02
Kayoko,McFarlan,1954-10-01,1988-10-28
Danco,Luon,1955-06-21,1986-11-19
Yurij,Papsdorf,1954-09-18,1987-08-15
Chaosheng,Verhaegen,1953-06-27,1986-11-10
Kyoichi,Boreale,1954-01-12,1986-01-21
Houman,Mungall,1954-08-29,1985-04-22
Masanao,Panangaden,1953-07-02,1988-08-17
Mariusz,Babu,1954-10-19,1985-11-04
Alassane,Ginneken,1955-06-29,1987-01-20
Reinhard,Melter,1955-07-03,1985-03-07
Zhonghua,Syrzycki,1954-04-07,1986-08-26
Volkmar,Preusig,1955-09-08,1988-05-10
Mohd,Sooriamurthi,1952-11-20,1985-03-30
Shahar,Akiyama,1955-11-15,1986-07-19
Bedir,Bernini,1954-01-29,1985-03-08
Lein,Hanratty,1954-01-12,1985-10-25
Geoff,Gien,1953-07-07,1988-01-14
Aris,Varman,1954-02-16,1986-08-09
Perry,Harbusch,1953-05-09,1985-09-18
Doowon,Improta,1952-08-26,1986-04-05
Dharmaraja,Deyuan,1955-11-01,1985-06-11
Miyeon,McDermid,1954-10-17,1985-08-21
Yinlin,Rettelbach,1952-12-29,1985-09-14
Hiroyasu,Lindqvist,1952-03-20,1987-06-20
Lakshmi,Bardell,1952-07-24,1985-04-24
Qunsheng,Heyers,1955-12-28,1988-01-17
Leon,Motley,1952-07-28,1988-02-18
Maris,Barbanera,1953-04-26,1985-10-02
Changho,Conia,1954-02-16,1987-12-29
Shushma,Baaleh,1952-09-27,1985-09-27
Shay,Roohalamini,1953-01-30,1986-10-15
Adamantios,Colorni,1955-05-05,1985-03-03
Aamod,Vesna,1955-04-19,1987-02-02
Leucio,Openshaw,1953-02-10,1988-05-12
Jingling,Dehkordi,1953-09-25,1987-10-25
Danil,Stanfel,1954-10-06,1987-06-27
Mang,Harllee,1952-05-18,1986-12-12
Mansur,Kusalik,1952-12-14,1987-07-09
Remmert,Zallocco,1952-06-02,1985-02-23
Gererd,Salverda,1953-12-09,1987-12-05
Debaprosad,Rosis,1952-08-29,1986-01-18
Moriyoshi,Sooriamurthi,1954-03-28,1986-10-26
Florian,Lamba,1955-12-07,1987-03-05
Marsja,Rouquie,1955-02-18,1985-12-28
Kristian,Belinskaya,1952-03-08,1988-08-01
Irena,Reinhart,1953-03-25,1985-11-15
Werner,Antonisse,1955-03-23,1987-05-07
Fumino,Muhlberg,1952-02-03,1986-01-18
Nirmal,Comte,1953-03-21,1987-04-16
Josyula,Erev,1953-11-25,1985-05-07
Akeno,Armand,1955-11-28,1986-07-23
Gennady,Choobineh,1952-10-15,1988-09-28
Panayotis,Pashtan,1953-01-10,1988-02-02
Martien,Schwartzburd,1954-04-11,1986-06-24
Candida,Bale,1952-09-23,1985-03-08
Adhemar,Kinley,1952-09-29,1986-11-01
Takahira,Mayerwieser,1954-06-12,1986-05-04
Nahum,Tchuente,1952-09-09,1987-01-27
Feiyu,Jakobus,1953-02-06,1986-01-30
Xumin,Fadgyas,1953-07-05,1986-04-08
Josyula,Angel,1953-01-25,1988-04-08
Gladys,Dayang,1955-06-05,1985-05-26
Fumitaka,Zwicker,1954-06-19,1987-08-05
Mokhtar,Honglei,1953-03-07,1988-02-17
Zine,Muchinsky,1953-09-13,1985-06-10
Nectarios,Zastre,1954-05-28,1987-05-20
Steen,Heuser,1954-03-11,1987-11-12
Kiam,Ulupinar,1955-10-16,1988-10-07
Berhard,Fujisawa,1955-08-07,1987-02-12
Nirmal,Bugrara,1955-04-09,1985-02-05
Hiroyasu,Litecky,1953-02-08,1986-02-20
Margo,Schlumberger,1952-04-05,1987-08-29
Chriss,Tibblin,1955-05-21,1988-02-05
Hatem,Picaronny,1953-04-08,1985-07-01
Lihong,Katalagarianos,1952-12-09,1988-10-26
Abdelkader,Salverda,1955-09-01,1988-01-10
Huiqun,Jiang,1952-10-11,1985-05-30
Anneli,Reinhart,1955-06-21,1986-08-13
Chriss,Eiter,1953-03-04,1985-03-23
Khatoun,Zastre,1954-04-08,1988-06-26
Hiroyasu,Massonet,1955-02-11,1988-11-11
DeForest,Granlund,1954-02-15,1985-04-24
Munehiko,Ranze,1952-12-18,1987-03-30
Jinpo,Rabehasaina,1954-09-09,1988-03-16
Rasiah,Lamba,1953-12-31,1987-09-27
Aluzio,Pollacia,1954-11-04,1988-08-02
Jaana,Kilgore,1954-11-09,1988-10-06
Gro,Leuchs,1952-10-03,1985-04-27
Hidde,Porenta,1954-05-03,1986-05-17
Yuuichi,Sundgren,1954-10-07,1986-09-12
Minghong,Camurati,1953-09-09,1985-11-11
Lillian,Pellegrinelli,1954-04-12,1985-06-09
Fan,Itzfeldt,1952-03-18,1986-03-11
Abdulla,Ibel,1952-06-20,1988-02-24
Jianhao,Frolund,1954-10-15,1986-08-22
Kwangyoen,Andreotta,1953-11-04,1988-03-21
Piyush,Pews,1952-07-09,1988-02-19
Younwoo,Desikan,1955-10-11,1986-11-08
Basant,Ginesta,1955-12-07,1985-05-17
Kannan,DiGiano,1955-12-15,1987-07-23
Zhilian,Alpay,1953-10-05,1985-05-24
Saddek,Schwartzburd,1954-06-10,1987-06-18
Marie,Zeidenstein,1953-02-09,1985-09-21
Augustine,Schwaller,1953-04-26,1986-05-14
Shigenori,Guerreiro,1955-03-10,1985-03-26
Dulce,Majewski,1953-11-07,1988-12-03
Visit,Nyanchama,1954-10-23,1986-07-10
Anneli,Staylopatis,1954-07-26,1986-11-05
Tru,Facello,1952-05-20,1985-02-22
Subhankar,Ananiadou,1953-06-08,1986-09-24
Jianhua,Rehfuss,1952-08-15,1988-12-16
Yannis,Pargaonkar,1953-07-20,1986-10-04
Iara,Binding,1952-10-10,1986-10-07
Mabo,Wilfing,1953-07-29,1987-10-03
Kasidit,Schmezko,1952-05-15,1985-03-11
Shigenori,Woycyznski,1952-08-05,1985-02-10
Gopalakrishnan,Uhrik,1954-10-22,1988-11-29
Weiru,Huhdanpaa,1955-08-13,1985-06-12
Chaoyi,Heping,1955-03-14,1986-02-26
Kwan,Nannarelli,1953-03-18,1988-08-27
Anwar,Stellhorn,1954-05-31,1985-04-11
Vasilii,Krychniak,1952-12-01,1985-07-19
Youjian,Schahn,1954-02-02,1988-12-27
Larisa,Lanphier,1955-01-19,1985-04-02
Sashi,Chaudhury,1952-12-18,1985-02-26
Xinyu,Strandh,1954-11-29,1985-11-25
Jinpo,Sgarro,1953-07-14,1985-03-18
Masali,Luiz,1952-08-05,1985-06-24
Dipayan,Fraisse,1952-06-05,1987-06-08
Junsik,Picel,1955-10-31,1988-07-06
Basim,Antonisse,1955-02-25,1985-11-27
Mong,Tagansky,1953-09-03,1986-08-05
Chiradeep,Shimshoni,1953-07-10,1988-05-15
Nathan,Verhoeff,1955-10-26,1985-03-23
Magdalena,Kemmerer,1953-06-30,1986-06-13
Zissis,Ramaiah,1952-09-13,1988-11-22
Odinaldo,Emiris,1955-07-05,1985-08-21
Berhard,Simmen,1952-10-26,1988-05-20
Sanjai,Alblas,1953-10-24,1987-03-18
Saddek,Isaak,1953-12-14,1986-06-07
Danco,Butner,1952-07-10,1985-06-17
Kwangjo,Cooman,1955-08-25,1986-09-03
Shuichi,Cappelletti,1954-06-01,1988-11-19
Shaz,Plump,1952-07-13,1987-06-05
Fox,Chleq,1952-12-29,1987-06-23
Jeane,Aseltine,1955-10-02,1986-03-17
Shawna,Simmel,1955-05-30,1986-09-06
Junichi,Huhdanpaa,1953-10-20,1987-01-20
Shaowei,Denos,1952-12-27,1988-04-09
Marlo,Fairtlough,1954-07-26,1987-07-22
Shaibal,Stanfel,1952-07-19,1985-06-05
Guangming,Butterworth,1952-11-05,1986-10-01
Patricio,Chenney,1952-11-23,1985-09-14
Karlis,Baez,1953-03-17,1986-03-04
Gonzalo,Kemmerer,1952-08-01,1988-11-08
Yuqun,Poulakidas,1954-08-02,1986-04-27
Heeju,Hatcliff,1954-05-30,1986-11-18
Breannda,Petersohn,1952-02-19,1985-06-08
Golgen,Czaja,1953-08-08,1987-01-07
Jacopo,Fiutem,1952-12-04,1988-07-16
